timestamp,day_of_week,date,time,time_bucket_30,bucket_index,facility_name,status,percent_full,raw_text,people,capacity,is_open,hour_summary,is_data_unavailable,is_valid_percent,is_valid_predictor_row,hour,minute,bucket_30_minute
2026-03-31T13:53:27-07:00,Tuesday,2026-03-31,13:53:27,14:00,28,Main Gym Fitness Gym,Active,49.0,Busy (49%),35,72,True,open,False,True,True,14,53,0
2026-03-31T13:53:27-07:00,Tuesday,2026-03-31,13:53:27,14:00,28,Outback Climbing Center,Very Active,75.0,Busy (75%),22,30,True,open,False,True,True,14,53,0
2026-03-31T14:27:42-07:00,Tuesday,2026-03-31,14:27:42,14:30,29,Main Gym Fitness Gym,Active,34.0,Not Busy (34%),24,72,True,open,False,True,True,14,27,30
2026-03-31T14:27:42-07:00,Tuesday,2026-03-31,14:27:42,14:30,29,Outback Climbing Center,Very Active,99.0,Very Busy (99%),34,30,True,open,False,True,True,14,27,30
2026-03-31T14:27:42-07:00,Tuesday,2026-03-31,14:27:42,14:30,29,RIMAC Fitness Gym,Busy,74.0,Busy (74%),111,150,True,open,False,True,True,14,27,30
2026-03-31T14:27:42-07:00,Tuesday,2026-03-31,14:27:42,14:30,29,Triton Esports Center,Busy,57.0,Busy (57%),20,35,True,open,False,True,True,14,27,30
2026-03-31T15:03:04-07:00,Tuesday,2026-03-31,15:03:04,15:00,30,Main Gym Fitness Gym,Active,38.0,Not Busy (38%),28,72,True,open,False,True,True,15,3,0
2026-03-31T15:03:04-07:00,Tuesday,2026-03-31,15:03:04,15:00,30,Outback Climbing Center,Very Active,99.0,Very Busy (99%),44,30,True,open,False,True,True,15,3,0
2026-03-31T15:03:04-07:00,Tuesday,2026-03-31,15:03:04,15:00,30,RIMAC Fitness Gym,Busy,70.0,Busy (70%),105,150,True,open,False,True,True,15,3,0
2026-03-31T15:03:04-07:00,Tuesday,2026-03-31,15:03:04,15:00,30,Triton Esports Center,Busy,63.0,Busy (63%),22,35,True,open,False,True,True,15,3,0
2026-03-31T15:47:21-07:00,Tuesday,2026-03-31,15:47:21,16:00,32,Outback Climbing Center,Very Active,99.0,Very Busy (99%),66,30,True,open,False,True,True,16,47,0
2026-03-31T15:47:21-07:00,Tuesday,2026-03-31,15:47:21,16:00,32,Triton Esports Center,Very Active,86.0,Very Busy (86%),30,35,True,open,False,True,True,16,47,0
2026-03-31T15:47:21-07:00,Tuesday,2026-03-31,15:47:21,16:00,32,Main Gym Fitness Gym,Busy,50.0,Busy (50%),36,72,True,open,False,True,True,16,47,0
2026-03-31T15:47:21-07:00,Tuesday,2026-03-31,15:47:21,16:00,32,RIMAC Fitness Gym,Busy,69.0,Busy (69%),104,150,True,open,False,True,True,16,47,0
2026-03-31T16:19:35-07:00,Tuesday,2026-03-31,16:19:35,16:30,33,Main Gym Fitness Gym,Active,42.0,Not Busy (42%),30,72,True,open,False,True,True,16,19,30
2026-03-31T16:19:35-07:00,Tuesday,2026-03-31,16:19:35,16:30,33,Outback Climbing Center,Very Active,99.0,Very Busy (99%),65,30,True,open,False,True,True,16,19,30
2026-03-31T16:19:35-07:00,Tuesday,2026-03-31,16:19:35,16:30,33,RIMAC Fitness Gym,Very Active,99.0,Very Busy (99%),159,150,True,open,False,True,True,16,19,30
2026-03-31T16:19:35-07:00,Tuesday,2026-03-31,16:19:35,16:30,33,Triton Esports Center,Busy,67.0,Busy (67%),23,35,True,open,False,True,True,16,19,30
2026-03-31T16:52:45-07:00,Tuesday,2026-03-31,16:52:45,17:00,34,RIMAC Fitness Gym,Very Active,75.0,Busy (75%),113,150,True,open,False,True,True,17,52,0
2026-03-31T16:52:45-07:00,Tuesday,2026-03-31,16:52:45,17:00,34,Main Gym Fitness Gym,Busy,52.0,Busy (52%),38,72,True,open,False,True,True,17,52,0
2026-03-31T16:52:45-07:00,Tuesday,2026-03-31,16:52:45,17:00,34,Outback Climbing Center,Very Active,99.0,Very Busy (99%),86,30,True,open,False,True,True,17,52,0
2026-03-31T16:52:45-07:00,Tuesday,2026-03-31,16:52:45,17:00,34,Triton Esports Center,Very Active,76.0,Busy (76%),26,35,True,open,False,True,True,17,52,0
2026-03-31T18:14:10-07:00,Tuesday,2026-03-31,18:14:10,18:00,36,Triton Esports Center,Busy,55.0,Busy (55%),19,35,True,open,False,True,True,18,14,0
2026-03-31T18:14:10-07:00,Tuesday,2026-03-31,18:14:10,18:00,36,RIMAC Fitness Gym,Very Active,75.0,Busy (75%),113,150,True,open,False,True,True,18,14,0
2026-03-31T18:14:10-07:00,Tuesday,2026-03-31,18:14:10,18:00,36,Main Gym Fitness Gym,Active,37.0,Not Busy (37%),27,72,True,open,False,True,True,18,14,0
2026-03-31T18:14:10-07:00,Tuesday,2026-03-31,18:14:10,18:00,36,Outback Climbing Center,Very Active,99.0,Very Busy (99%),66,30,True,open,False,True,True,18,14,0
2026-03-31T21:22:10-07:00,Tuesday,2026-03-31,21:22:10,21:30,43,Main Gym Fitness Gym,Active,44.0,Not Busy (44%),31,72,True,open,False,True,True,21,22,30
2026-03-31T21:22:10-07:00,Tuesday,2026-03-31,21:22:10,21:30,43,Outback Climbing Center,Very Active,99.0,Very Busy (99%),44,30,True,open,False,True,True,21,22,30
2026-03-31T21:22:10-07:00,Tuesday,2026-03-31,21:22:10,21:30,43,RIMAC Fitness Gym,Busy,61.0,Busy (61%),92,150,True,open,False,True,True,21,22,30
2026-03-31T21:22:10-07:00,Tuesday,2026-03-31,21:22:10,21:30,43,Triton Esports Center,Active,43.0,Not Busy (43%),15,35,True,open,False,True,True,21,22,30
2026-03-31T23:07:50-07:00,Tuesday,2026-03-31,23:07:50,23:00,46,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,23,7,0
2026-03-31T23:07:50-07:00,Tuesday,2026-03-31,23:07:50,23:00,46,Main Gym Fitness Gym,Closed,5.0,Closed,4,72,False,Closed until 6:00am,False,True,False,23,7,0
2026-03-31T23:07:50-07:00,Tuesday,2026-03-31,23:07:50,23:00,46,Outback Climbing Center,Closed,1.0,Closed,0,30,False,Closed until 10:00am,False,True,False,23,7,0
2026-03-31T23:07:50-07:00,Tuesday,2026-03-31,23:07:50,23:00,46,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,23,7,0
2026-04-01T00:51:56-07:00,Wednesday,2026-04-01,00:51:56,01:00,2,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,1,51,0
2026-04-01T00:51:56-07:00,Wednesday,2026-04-01,00:51:56,01:00,2,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,1,51,0
2026-04-01T00:51:56-07:00,Wednesday,2026-04-01,00:51:56,01:00,2,Main Gym Fitness Gym,Closed,2.0,Closed,1,72,False,Closed until 6:00am,False,True,False,1,51,0
2026-04-01T00:51:56-07:00,Wednesday,2026-04-01,00:51:56,01:00,2,Outback Climbing Center,Closed,1.0,Closed,0,30,False,Closed until 10:00am,False,True,False,1,51,0
2026-04-01T01:50:57-07:00,Wednesday,2026-04-01,01:50:57,02:00,4,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,2,50,0
2026-04-01T01:50:57-07:00,Wednesday,2026-04-01,01:50:57,02:00,4,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,2,50,0
2026-04-01T01:50:57-07:00,Wednesday,2026-04-01,01:50:57,02:00,4,Outback Climbing Center,Closed,6.0,Closed,2,30,False,Closed until 10:00am,False,True,False,2,50,0
2026-04-01T01:50:57-07:00,Wednesday,2026-04-01,01:50:57,02:00,4,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,2,50,0
2026-04-01T02:54:58-07:00,Wednesday,2026-04-01,02:54:58,03:00,6,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,3,54,0
2026-04-01T02:54:58-07:00,Wednesday,2026-04-01,02:54:58,03:00,6,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,3,54,0
2026-04-01T02:54:58-07:00,Wednesday,2026-04-01,02:54:58,03:00,6,Outback Climbing Center,Closed,2.0,Closed,1,30,False,Closed until 10:00am,False,True,False,3,54,0
2026-04-01T02:54:58-07:00,Wednesday,2026-04-01,02:54:58,03:00,6,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,3,54,0
2026-04-01T03:48:44-07:00,Wednesday,2026-04-01,03:48:44,04:00,8,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,4,48,0
2026-04-01T03:48:44-07:00,Wednesday,2026-04-01,03:48:44,04:00,8,Outback Climbing Center,Closed,8.0,Closed,2,30,False,Closed until 10:00am,False,True,False,4,48,0
2026-04-01T03:48:44-07:00,Wednesday,2026-04-01,03:48:44,04:00,8,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,4,48,0
2026-04-01T03:48:44-07:00,Wednesday,2026-04-01,03:48:44,04:00,8,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,4,48,0
2026-04-01T04:39:58-07:00,Wednesday,2026-04-01,04:39:58,04:30,9,RIMAC Fitness Gym,Closed,0.0,Closed,1,150,False,Closed until 6:00am,False,True,False,4,39,30
2026-04-01T04:39:58-07:00,Wednesday,2026-04-01,04:39:58,04:30,9,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,4,39,30
2026-04-01T04:39:58-07:00,Wednesday,2026-04-01,04:39:58,04:30,9,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,4,39,30
2026-04-01T04:39:58-07:00,Wednesday,2026-04-01,04:39:58,04:30,9,Outback Climbing Center,Closed,7.0,Closed,2,30,False,Closed until 10:00am,False,True,False,4,39,30
2026-04-01T05:41:21-07:00,Wednesday,2026-04-01,05:41:21,05:30,11,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,5,41,30
2026-04-01T05:41:21-07:00,Wednesday,2026-04-01,05:41:21,05:30,11,Outback Climbing Center,Closed,1.0,Closed,0,30,False,Closed until 10:00am,False,True,False,5,41,30
2026-04-01T05:41:21-07:00,Wednesday,2026-04-01,05:41:21,05:30,11,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,5,41,30
2026-04-01T05:41:21-07:00,Wednesday,2026-04-01,05:41:21,05:30,11,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,5,41,30
2026-04-01T07:16:28-07:00,Wednesday,2026-04-01,07:16:28,07:30,15,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,7,16,30
2026-04-01T07:16:28-07:00,Wednesday,2026-04-01,07:16:28,07:30,15,Main Gym Fitness Gym,Active,32.0,Not Busy (32%),23,72,True,open,False,True,True,7,16,30
2026-04-01T07:16:28-07:00,Wednesday,2026-04-01,07:16:28,07:30,15,Outback Climbing Center,Closed,2.0,Closed,1,30,False,Closed until 10:00am,False,True,False,7,16,30
2026-04-01T07:16:28-07:00,Wednesday,2026-04-01,07:16:28,07:30,15,RIMAC Fitness Gym,Active,33.0,Not Busy (33%),49,150,True,open,False,True,True,7,16,30
2026-04-01T08:45:23-07:00,Wednesday,2026-04-01,08:45:23,09:00,18,RIMAC Fitness Gym,Active,41.0,Not Busy (41%),61,150,True,open,False,True,True,9,45,0
2026-04-01T08:45:23-07:00,Wednesday,2026-04-01,08:45:23,09:00,18,Triton Esports Center,Not Busy,9.0,Not Busy (9%),3,35,True,open,False,True,True,9,45,0
2026-04-01T08:45:23-07:00,Wednesday,2026-04-01,08:45:23,09:00,18,Main Gym Fitness Gym,Active,25.0,Not Busy (25%),18,72,True,open,False,True,True,9,45,0
2026-04-01T08:45:23-07:00,Wednesday,2026-04-01,08:45:23,09:00,18,Outback Climbing Center,Closed,7.0,Closed,2,30,False,Closed until 10:00am,False,True,False,9,45,0
2026-04-01T09:38:57-07:00,Wednesday,2026-04-01,09:38:57,09:30,19,Triton Esports Center,Not Busy,12.0,Not Busy (12%),4,35,True,open,False,True,True,9,38,30
2026-04-01T09:38:57-07:00,Wednesday,2026-04-01,09:38:57,09:30,19,RIMAC Fitness Gym,Busy,53.0,Busy (53%),79,150,True,open,False,True,True,9,38,30
2026-04-01T09:38:57-07:00,Wednesday,2026-04-01,09:38:57,09:30,19,Outback Climbing Center,Closed,34.0,Closed,10,30,False,Closed until 10:00am,False,True,False,9,38,30
2026-04-01T09:38:57-07:00,Wednesday,2026-04-01,09:38:57,09:30,19,Main Gym Fitness Gym,Active,33.0,Not Busy (33%),24,72,True,open,False,True,True,9,38,30
2026-04-01T10:34:13-07:00,Wednesday,2026-04-01,10:34:13,10:30,21,Main Gym Fitness Gym,Active,47.0,Busy (47%),34,72,True,open,False,True,True,10,34,30
2026-04-01T10:34:13-07:00,Wednesday,2026-04-01,10:34:13,10:30,21,Outback Climbing Center,Busy,63.0,Busy (63%),19,30,True,open,False,True,True,10,34,30
2026-04-01T10:34:13-07:00,Wednesday,2026-04-01,10:34:13,10:30,21,RIMAC Fitness Gym,Active,49.0,Busy (49%),74,150,True,open,False,True,True,10,34,30
2026-04-01T10:34:13-07:00,Wednesday,2026-04-01,10:34:13,10:30,21,Triton Esports Center,Active,26.0,Not Busy (26%),9,35,True,open,False,True,True,10,34,30
2026-04-01T11:32:36-07:00,Wednesday,2026-04-01,11:32:36,11:30,23,RIMAC Fitness Gym,Busy,60.0,Busy (60%),89,150,True,open,False,True,True,11,32,30
2026-04-01T11:32:36-07:00,Wednesday,2026-04-01,11:32:36,11:30,23,Triton Esports Center,Busy,64.0,Busy (64%),22,35,True,open,False,True,True,11,32,30
2026-04-01T11:32:36-07:00,Wednesday,2026-04-01,11:32:36,11:30,23,Main Gym Fitness Gym,Active,34.0,Not Busy (34%),25,72,True,open,False,True,True,11,32,30
2026-04-01T11:32:36-07:00,Wednesday,2026-04-01,11:32:36,11:30,23,Outback Climbing Center,Busy,53.0,Busy (53%),16,30,True,open,False,True,True,11,32,30
2026-04-01T12:31:54-07:00,Wednesday,2026-04-01,12:31:54,12:30,25,Main Gym Fitness Gym,Busy,64.0,Busy (64%),46,72,True,open,False,True,True,12,31,30
2026-04-01T12:31:54-07:00,Wednesday,2026-04-01,12:31:54,12:30,25,Outback Climbing Center,Very Active,84.0,Very Busy (84%),25,30,True,open,False,True,True,12,31,30
2026-04-01T12:31:54-07:00,Wednesday,2026-04-01,12:31:54,12:30,25,RIMAC Fitness Gym,Busy,70.0,Busy (70%),106,150,True,open,False,True,True,12,31,30
2026-04-01T12:31:54-07:00,Wednesday,2026-04-01,12:31:54,12:30,25,Triton Esports Center,Very Active,76.0,Busy (76%),27,35,True,open,False,True,True,12,31,30
2026-04-01T12:45:23-07:00,Wednesday,2026-04-01,12:45:23,13:00,26,Triton Esports Center,Busy,52.0,Busy (52%),18,35,True,open,False,True,True,13,45,0
2026-04-01T12:45:23-07:00,Wednesday,2026-04-01,12:45:23,13:00,26,Main Gym Fitness Gym,Active,43.0,Not Busy (43%),31,72,True,open,False,True,True,13,45,0
2026-04-01T12:45:23-07:00,Wednesday,2026-04-01,12:45:23,13:00,26,Outback Climbing Center,Very Active,84.0,Very Busy (84%),25,30,True,open,False,True,True,13,45,0
2026-04-01T12:45:23-07:00,Wednesday,2026-04-01,12:45:23,13:00,26,RIMAC Fitness Gym,Busy,59.0,Busy (59%),88,150,True,open,False,True,True,13,45,0
2026-04-01T13:08:08-07:00,Wednesday,2026-04-01,13:08:08,13:00,26,Triton Esports Center,Active,44.0,Not Busy (44%),16,35,True,open,False,True,True,13,8,0
2026-04-01T13:08:08-07:00,Wednesday,2026-04-01,13:08:08,13:00,26,RIMAC Fitness Gym,Busy,59.0,Busy (59%),88,150,True,open,False,True,True,13,8,0
2026-04-01T13:08:08-07:00,Wednesday,2026-04-01,13:08:08,13:00,26,Main Gym Fitness Gym,Active,48.0,Busy (48%),35,72,True,open,False,True,True,13,8,0
2026-04-01T13:08:08-07:00,Wednesday,2026-04-01,13:08:08,13:00,26,Outback Climbing Center,Very Active,99.0,Very Busy (99%),38,30,True,open,False,True,True,13,8,0
2026-04-01T14:00:34-07:00,Wednesday,2026-04-01,14:00:34,14:00,28,Main Gym Fitness Gym,Active,32.0,Not Busy (32%),23,72,True,open,False,True,True,14,0,0
2026-04-01T14:00:34-07:00,Wednesday,2026-04-01,14:00:34,14:00,28,Outback Climbing Center,Very Active,87.0,Very Busy (87%),26,30,True,open,False,True,True,14,0,0
2026-04-01T14:00:34-07:00,Wednesday,2026-04-01,14:00:34,14:00,28,RIMAC Fitness Gym,Busy,65.0,Busy (65%),97,150,True,open,False,True,True,14,0,0
2026-04-01T14:00:34-07:00,Wednesday,2026-04-01,14:00:34,14:00,28,Triton Esports Center,Busy,61.0,Busy (61%),22,35,True,open,False,True,True,14,0,0
2026-04-01T14:57:01-07:00,Wednesday,2026-04-01,14:57:01,15:00,30,Triton Esports Center,Active,47.0,Busy (47%),16,35,True,open,False,True,True,15,57,0
2026-04-01T14:57:01-07:00,Wednesday,2026-04-01,14:57:01,15:00,30,Main Gym Fitness Gym,Busy,64.0,Busy (64%),46,72,True,open,False,True,True,15,57,0
2026-04-01T14:57:01-07:00,Wednesday,2026-04-01,14:57:01,15:00,30,Outback Climbing Center,Very Active,99.0,Very Busy (99%),37,30,True,open,False,True,True,15,57,0
2026-04-01T14:57:01-07:00,Wednesday,2026-04-01,14:57:01,15:00,30,RIMAC Fitness Gym,Busy,68.0,Busy (68%),103,150,True,open,False,True,True,15,57,0
2026-04-01T15:36:54-07:00,Wednesday,2026-04-01,15:36:54,15:30,31,Triton Esports Center,Busy,69.0,Busy (69%),24,35,True,open,False,True,True,15,36,30
2026-04-01T15:36:54-07:00,Wednesday,2026-04-01,15:36:54,15:30,31,RIMAC Fitness Gym,Very Active,78.0,Busy (78%),116,150,True,open,False,True,True,15,36,30
2026-04-01T15:36:54-07:00,Wednesday,2026-04-01,15:36:54,15:30,31,Main Gym Fitness Gym,Active,48.0,Busy (48%),34,72,True,open,False,True,True,15,36,30
2026-04-01T15:36:54-07:00,Wednesday,2026-04-01,15:36:54,15:30,31,Outback Climbing Center,Very Active,99.0,Very Busy (99%),63,30,True,open,False,True,True,15,36,30
2026-04-01T16:21:20-07:00,Wednesday,2026-04-01,16:21:20,16:30,33,Triton Esports Center,Busy,62.0,Busy (62%),22,35,True,open,False,True,True,16,21,30
2026-04-01T16:21:20-07:00,Wednesday,2026-04-01,16:21:20,16:30,33,Main Gym Fitness Gym,Active,36.0,Not Busy (36%),26,72,True,open,False,True,True,16,21,30
2026-04-01T16:21:20-07:00,Wednesday,2026-04-01,16:21:20,16:30,33,Outback Climbing Center,Very Active,99.0,Very Busy (99%),69,30,True,open,False,True,True,16,21,30
2026-04-01T16:21:20-07:00,Wednesday,2026-04-01,16:21:20,16:30,33,RIMAC Fitness Gym,Very Active,76.0,Busy (76%),114,150,True,open,False,True,True,16,21,30
2026-04-01T16:55:34-07:00,Wednesday,2026-04-01,16:55:34,17:00,34,Outback Climbing Center,Very Active,99.0,Very Busy (99%),70,30,True,open,False,True,True,17,55,0
2026-04-01T16:55:34-07:00,Wednesday,2026-04-01,16:55:34,17:00,34,RIMAC Fitness Gym,Very Active,75.0,Busy (75%),112,150,True,open,False,True,True,17,55,0
2026-04-01T16:55:34-07:00,Wednesday,2026-04-01,16:55:34,17:00,34,Main Gym Fitness Gym,Busy,53.0,Busy (53%),38,72,True,open,False,True,True,17,55,0
2026-04-01T16:55:34-07:00,Wednesday,2026-04-01,16:55:34,17:00,34,Triton Esports Center,Busy,69.0,Busy (69%),24,35,True,open,False,True,True,17,55,0
2026-04-01T17:12:57-07:00,Wednesday,2026-04-01,17:12:57,17:00,34,Triton Esports Center,Busy,57.0,Busy (57%),20,35,True,open,False,True,True,17,12,0
2026-04-01T17:12:57-07:00,Wednesday,2026-04-01,17:12:57,17:00,34,RIMAC Fitness Gym,Busy,71.0,Busy (71%),107,150,True,open,False,True,True,17,12,0
2026-04-01T17:12:57-07:00,Wednesday,2026-04-01,17:12:57,17:00,34,Outback Climbing Center,Very Active,99.0,Very Busy (99%),80,30,True,open,False,True,True,17,12,0
2026-04-01T17:12:57-07:00,Wednesday,2026-04-01,17:12:57,17:00,34,Main Gym Fitness Gym,Active,30.0,Not Busy (30%),22,72,True,open,False,True,True,17,12,0
2026-04-01T18:55:13-07:00,Wednesday,2026-04-01,18:55:13,19:00,38,Main Gym Fitness Gym,Very Active,99.0,Very Busy (99%),81,72,True,open,False,True,True,19,55,0
2026-04-01T18:55:13-07:00,Wednesday,2026-04-01,18:55:13,19:00,38,Outback Climbing Center,Very Active,99.0,Very Busy (99%),70,30,True,open,False,True,True,19,55,0
2026-04-01T18:55:13-07:00,Wednesday,2026-04-01,18:55:13,19:00,38,RIMAC Fitness Gym,Busy,72.0,Busy (72%),108,150,True,open,False,True,True,19,55,0
2026-04-01T18:55:13-07:00,Wednesday,2026-04-01,18:55:13,19:00,38,Triton Esports Center,Busy,51.0,Busy (51%),18,35,True,open,False,True,True,19,55,0
2026-04-01T21:26:22-07:00,Wednesday,2026-04-01,21:26:22,21:30,43,RIMAC Fitness Gym,Busy,60.0,Busy (60%),89,150,True,open,False,True,True,21,26,30
2026-04-01T21:26:22-07:00,Wednesday,2026-04-01,21:26:22,21:30,43,Triton Esports Center,Active,44.0,Not Busy (44%),15,35,True,open,False,True,True,21,26,30
2026-04-01T21:26:22-07:00,Wednesday,2026-04-01,21:26:22,21:30,43,Main Gym Fitness Gym,Busy,65.0,Busy (65%),47,72,True,open,False,True,True,21,26,30
2026-04-01T21:26:22-07:00,Wednesday,2026-04-01,21:26:22,21:30,43,Outback Climbing Center,Very Active,99.0,Very Busy (99%),49,30,True,open,False,True,True,21,26,30
2026-04-01T22:56:14-07:00,Wednesday,2026-04-01,22:56:14,23:00,46,Main Gym Fitness Gym,Busy,72.0,Busy (72%),52,72,True,open,False,True,True,23,56,0
2026-04-01T22:56:14-07:00,Wednesday,2026-04-01,22:56:14,23:00,46,Outback Climbing Center,Closed,1.0,Closed,0,30,False,Closed until 10:00am,False,True,False,23,56,0
2026-04-01T22:56:14-07:00,Wednesday,2026-04-01,22:56:14,23:00,46,RIMAC Fitness Gym,Not Busy,14.0,Not Busy (14%),21,150,True,open,False,True,True,23,56,0
2026-04-01T22:56:14-07:00,Wednesday,2026-04-01,22:56:14,23:00,46,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,23,56,0
2026-04-02T00:08:42-07:00,Thursday,2026-04-02,00:08:42,00:00,0,Triton Esports Center,Closed,0.0,Closed,0,35,False,Closed until 7:30am,False,True,False,0,8,0
2026-04-02T00:08:42-07:00,Thursday,2026-04-02,00:08:42,00:00,0,Main Gym Fitness Gym,Closed,1.0,Closed,1,72,False,Closed until 6:00am,False,True,False,0,8,0
2026-04-02T00:08:42-07:00,Thursday,2026-04-02,00:08:42,00:00,0,Outback Climbing Center,Closed,2.0,Closed,1,30,False,Closed until 10:00am,False,True,False,0,8,0
2026-04-02T00:08:42-07:00,Thursday,2026-04-02,00:08:42,00:00,0,RIMAC Fitness Gym,Closed,0.0,Closed,0,150,False,Closed until 6:00am,False,True,False,0,8,0
